transaction_id,product_name,customer_name,city,quantity,price,transaction_date
43,Mouse,Customer_4,Houston,2,197.42,2024-08-09
44,Mouse,Customer_40,New York,1,370.62,2024-02-20
45,Mouse,Customer_1,Los Angeles,4,892.06,2024-07-13
46,Keyboard,Customer_41,Houston,1,243.19,2024-07-18
47,Mouse,Customer_13,Phoenix,2,475.72,2024-01-17
48,Headphones,Customer_33,Chicago,2,16.98,2024-10-08
49,Laptop,Customer_37,New York,1,605.63,2024-12-22
50,Headphones,Customer_23,Los Angeles,3,336.13,2024-10-23
51,Mouse,Customer_32,New York,3,615.06,2024-03-11
52,Keyboard,Customer_34,New York,3,511.71,2024-11-23
53,Mouse,Customer_30,Los Angeles,1,475.35,2024-10-11
54,Webcam,Customer_20,New York,3,560.68,2024-11-20
55,Headphones,Customer_32,Chicago,4,41.57,2024-11-03
56,Headphones,Customer_47,Chicago,4,639.39,2024-08-05
57,Headphones,Customer_19,Phoenix,1,853.9,2024-10-25
58,Laptop,Customer_44,Houston,4,367.47,2024-02-29
59,Keyboard,Customer_42,Chicago,2,525.78,2024-06-27
60,Mouse,Customer_10,Phoenix,2,574.81,2024-11-11
61,Laptop,Customer_40,Los Angeles,4,113.74,2024-01-07
62,Headphones,Customer_46,Los Angeles,3,859.14,2024-09-03
63,Monitor,Customer_38,Chicago,4,62.76,2024-01-29
64,Headphones,Customer_16,Los Angeles,3,439.92,2024-02-01
65,Keyboard,Customer_6,Los Angeles,2,451.4,2024-08-02
66,Monitor,Customer_23,Houston,4,134.25,2024-08-04
67,Keyboard,Customer_18,New York,4,360.96,2024-03-25
68,Keyboard,Customer_19,Los Angeles,1,151.74,2024-01-28
69,Monitor,Customer_31,Los Angeles,1,441.08,2024-04-26
70,Keyboard,Customer_28,New York,3,266.05,2024-12-22
71,Monitor,Customer_3,New York,1,288.68,2024-08-01
72,Headphones,Customer_29,Chicago,4,946.23,2024-07-06
73,Laptop,Customer_49,Houston,4,518.63,2024-08-22
74,Keyboard,Customer_41,Los Angeles,2,826.46,2024-02-10
75,Headphones,Customer_28,Chicago,1,80.95,2024-10-05
76,Laptop,Customer_47,Chicago,3,605.25,2024-05-23
77,Monitor,Customer_12,New York,4,299.13,2024-09-20
78,Monitor,Customer_29,Phoenix,1,791.08,2024-10-09
79,Monitor,Customer_4,Los Angeles,4,595.61,2024-11-08
80,Monitor,Customer_7,Los Angeles,1,912.84,2024-06-17
81,Mouse,Customer_9,New York,4,172.61,2024-03-16
82,Mouse,Customer_28,New York,1,952.74,2024-03-31
83,Webcam,Customer_27,Houston,1,341.34,2024-07-19
84,Keyboard,Customer_9,Los Angeles,4,144.99,2024-05-05
85,Mouse,Customer_42,Phoenix,2,200.96,2024-06-17
86,Laptop,Customer_46,Phoenix,3,863.48,2024-11-24
87,Mouse,Customer_5,Chicago,1,718.39,2024-06-09
88,Keyboard,Customer_45,Chicago,3,956.51,2024-08-19
89,Laptop,Customer_42,Los Angeles,1,318.27,2024-06-02
90,Headphones,Customer_27,New York,3,167.39,2024-12-22
91,Keyboard,Customer_30,Houston,3,922.21,2024-03-29
92,Mouse,Customer_12,New York,2,409.0,2024-06-21
93,Keyboard,Customer_14,Phoenix,1,254.2,2024-09-12
94,Laptop,Customer_22,Houston,3,83.39,2024-02-07
95,Webcam,Customer_34,Houston,4,62.46,2024-07-05
96,Keyboard,Customer_32,Los Angeles,2,469.27,2024-06-12
97,Keyboard,Customer_3,Los Angeles,3,494.59,2024-10-16
98,Laptop,Customer_29,Los Angeles,3,914.59,2024-06-13
99,Headphones,Customer_10,Phoenix,1,447.98,2024-06-10
100,Monitor,Customer_46,Chicago,2,268.31,2024-05-16
101,Monitor,Customer_38,Phoenix,2,652.74,2024-02-18
102,Monitor,Customer_2,Phoenix,2,435.23,2024-11-25
103,Laptop,Customer_25,Chicago,1,227.62,2024-09-16
104,Mouse,Customer_48,Houston,3,897.37,2024-07-20
105,Headphones,Customer_24,Los Angeles,3,77.73,2024-03-01
106,Monitor,Customer_8,Chicago,1,858.23,2024-06-09
107,Monitor,Customer_1,Houston,1,566.71,2024-03-01
108,Keyboard,Customer_43,Phoenix,1,890.37,2024-06-23
109,Monitor,Customer_17,New York,4,22.07,2024-01-25
110,Keyboard,Customer_35,Houston,3,74.04,2024-01-22
111,Headphones,Customer_12,Phoenix,1,603.86,2024-09-13
112,Mouse,Customer_25,Chicago,1,801.51,2024-09-02
113,Laptop,Customer_27,Phoenix,2,392.09,2024-04-22
114,Headphones,Customer_23,Los Angeles,4,718.98,2024-11-09
115,Mouse,Customer_9,Houston,3,700.03,2024-09-10
116,Headphones,Customer_45,Phoenix,2,814.69,2024-07-31
117,Headphones,Customer_28,Chicago,4,527.83,2024-10-17
118,Mouse,Customer_24,New York,1,329.21,2024-11-25
119,Laptop,Customer_17,Chicago,2,134.91,2024-02-08
120,Mouse,Customer_41,Los Angeles,3,640.3,2024-07-24
121,Headphones,Customer_3,Chicago,2,874.9,2024-02-07
122,Webcam,Customer_27,Chicago,2,390.47,2024-01-10
123,Laptop,Customer_17,Phoenix,3,473.19,2024-01-15
124,Webcam,Customer_23,New York,2,750.99,2024-09-25
125,Mouse,Customer_15,Chicago,2,164.86,2024-02-03
126,Mouse,Customer_14,New York,4,72.56,2024-07-12
127,Monitor,Customer_1,Houston,4,263.79,2024-04-12
128,Monitor,Customer_34,Phoenix,1,444.61,2024-05-05
129,Monitor,Customer_18,Phoenix,4,56.18,2024-07-17
130,Keyboard,Customer_14,Los Angeles,4,88.93,2024-05-19
131,Headphones,Customer_12,Chicago,2,351.04,2024-05-31
132,Mouse,Customer_36,Phoenix,3,369.99,2024-04-07
133,Mouse,Customer_20,Chicago,4,128.32,2024-10-27
134,Mouse,Customer_6,Los Angeles,3,417.48,2024-05-15
135,Laptop,Customer_23,Phoenix,2,572.43,2024-05-05
136,Mouse,Customer_24,Phoenix,1,897.44,2024-01-06
137,Laptop,Customer_46,Phoenix,2,84.19,2024-09-14
138,Keyboard,Customer_36,Houston,1,38.04,2024-09-25
139,Headphones,Customer_16,Houston,2,689.1,2024-08-31
140,Mouse,Customer_29,Chicago,1,729.77,2024-03-02
141,Webcam,Customer_36,Phoenix,2,55.46,2024-12-05
142,Keyboard,Customer_41,Houston,4,243.85,2024-12-13
143,Mouse,Customer_30,Houston,1,160.48,2024-01-03
144,Laptop,Customer_15,New York,2,60.22,2024-01-31
145,Keyboard,Customer_31,Los Angeles,2,126.1,2024-08-31
146,Webcam,Customer_49,Chicago,1,752.7,2024-11-05
147,Monitor,Customer_23,Phoenix,1,852.38,2024-09-26
148,Keyboard,Customer_21,New York,4,796.13,2024-09-22
149,Webcam,Customer_11,Houston,1,714.36,2024-08-01
150,Laptop,Customer_18,Phoenix,3,761.48,2024-08-17
151,Webcam,Customer_12,Houston,2,308.7,2024-07-09
152,Mouse,Customer_35,Houston,1,611.34,2024-08-05
153,Keyboard,Customer_27,Houston,4,100.74,2024-04-03
154,Monitor,Customer_38,Los Angeles,2,949.77,2024-05-26
155,Monitor,Customer_28,New York,2,154.29,2024-05-15
156,Laptop,Customer_32,Houston,2,656.34,2024-08-16
157,Monitor,Customer_21,Chicago,4,306.95,2024-05-18
158,Webcam,Customer_25,New York,3,380.87,2024-01-01
159,Mouse,Customer_21,Phoenix,2,885.22,2024-12-26
160,Mouse,Customer_3,Chicago,1,128.87,2024-03-31
161,Keyboard,Customer_13,Chicago,3,419.69,2024-08-22
162,Webcam,Customer_19,Phoenix,2,582.61,2024-10-16
163,Webcam,Customer_36,Los Angeles,3,828.68,2024-07-21
164,Laptop,Customer_47,Los Angeles,3,455.82,2024-08-09
165,Headphones,Customer_45,New York,3,878.6,2024-03-29
166,Laptop,Customer_25,Chicago,1,46.68,2024-04-02
167,Keyboard,Customer_5,Chicago,1,618.43,2024-02-24
168,Headphones,Customer_26,Chicago,2,424.31,2024-11-23
169,Keyboard,Customer_41,New York,3,132.06,2024-06-22
170,Mouse,Customer_1,Houston,1,147.01,2024-11-25
171,Webcam,Customer_44,Los Angeles,3,80.44,2024-12-24
172,Headphones,Customer_47,Phoenix,2,703.94,2024-05-11
173,Keyboard,Customer_36,Chicago,4,436.95,2024-09-28
174,Webcam,Customer_39,Chicago,2,316.06,2024-09-06
175,Headphones,Customer_39,Phoenix,3,933.7,2024-12-10
176,Webcam,Customer_12,Chicago,1,555.42,2024-05-28
177,Monitor,Customer_25,Phoenix,1,807.13,2024-01-11
178,Monitor,Customer_5,Chicago,3,749.09,2024-07-25
179,Laptop,Customer_44,New York,2,755.3,2024-08-10
180,Webcam,Customer_8,Houston,3,674.04,2024-08-31
181,Keyboard,Customer_11,Phoenix,3,83.16,2024-12-30
182,Mouse,Customer_9,Chicago,3,542.18,2024-01-17
183,Mouse,Customer_49,Houston,3,787.24,2024-08-13
184,Headphones,Customer_25,Los Angeles,3,213.71,2024-08-08
185,Monitor,Customer_49,Chicago,1,505.93,2024-11-09
186,Keyboard,Customer_26,Houston,3,149.69,2024-11-27
187,Headphones,Customer_29,Chicago,2,979.72,2024-02-27
188,Keyboard,Customer_17,Phoenix,2,818.79,2024-04-29
189,Mouse,Customer_34,New York,4,540.73,2024-11-20
190,Monitor,Customer_33,New York,4,247.46,2024-02-26
191,Keyboard,Customer_47,Houston,3,506.74,2024-08-02
192,Webcam,Customer_42,Los Angeles,3,778.57,2024-09-09
193,Monitor,Customer_30,Chicago,2,180.05,2024-03-01
194,Keyboard,Customer_46,Phoenix,1,268.92,2024-07-02
195,Laptop,Customer_28,Houston,4,39.9,2024-04-01
196,Headphones,Customer_40,Los Angeles,4,397.22,2024-09-06
197,Webcam,Customer_13,New York,3,187.76,2024-01-25
198,Monitor,Customer_30,Phoenix,2,593.96,2024-06-13
199,Laptop,Customer_37,Los Angeles,2,499.12,2024-08-31
200,Webcam,Customer_21,Phoenix,3,909.3,2024-10-23
201,Headphones,Customer_6,Chicago,1,575.92,2024-08-17
202,Keyboard,Customer_18,Phoenix,2,363.79,2024-06-11
203,Keyboard,Customer_27,Houston,2,120.29,2024-04-11
204,Webcam,Customer_41,Houston,2,406.54,2024-10-16
205,Headphones,Customer_45,Houston,3,417.56,2024-06-26
206,Webcam,Customer_32,New York,4,295.48,2024-11-14
207,Mouse,Customer_13,New York,1,924.19,2024-10-11
208,Laptop,Customer_9,New York,1,934.12,2024-10-24
209,Laptop,Customer_42,Chicago,4,119.76,2024-11-17
210,Keyboard,Customer_7,Phoenix,1,329.67,2024-06-10
211,Mouse,Customer_27,New York,3,392.09,2024-06-10
212,Monitor,Customer_31,Los Angeles,3,484.57,2024-02-13
213,Monitor,Customer_43,New York,1,524.72,2024-05-31
214,Headphones,Customer_21,Chicago,3,552.43,2024-04-10
215,Webcam,Customer_27,Los Angeles,4,424.67,2024-09-21
216,Webcam,Customer_21,Los Angeles,1,83.85,2024-07-09
217,Webcam,Customer_29,New York,3,604.75,2024-09-18
218,Mouse,Customer_2,Houston,2,618.36,2024-05-03
219,Mouse,Customer_23,Chicago,2,562.06,2024-05-10
220,Keyboard,Customer_2,New York,4,967.26,2024-12-07
221,Headphones,Customer_32,Phoenix,4,336.4,2024-07-23
222,Mouse,Customer_25,Los Angeles,4,554.32,2024-12-30
223,Headphones,Customer_26,Phoenix,4,918.56,2024-05-14
224,Keyboard,Customer_31,Chicago,4,599.59,2024-02-05
225,Laptop,Customer_9,Phoenix,2,319.82,2024-07-22
226,Laptop,Customer_12,Phoenix,4,208.78,2024-05-26
227,Laptop,Customer_43,Houston,1,58.38,2024-01-30
228,Laptop,Customer_25,Chicago,3,849.79,2024-11-21
229,Webcam,Customer_33,Phoenix,1,868.03,2024-02-18
230,Headphones,Customer_39,Phoenix,4,620.66,2024-07-02
231,Keyboard,Customer_4,Chicago,2,269.4,2024-11-18
232,Monitor,Customer_49,Phoenix,1,201.24,2024-11-05
233,Laptop,Customer_29,Houston,1,715.76,2024-08-23
234,Mouse,Customer_45,New York,1,536.43,2024-07-01
235,Headphones,Customer_17,Los Angeles,2,482.28,2024-07-28
236,Mouse,Customer_10,Chicago,1,497.72,2024-06-21
237,Keyboard,Customer_12,Los Angeles,4,838.29,2024-12-23
238,Headphones,Customer_23,New York,3,582.59,2024-12-12
239,Webcam,Customer_43,Los Angeles,2,240.22,2024-02-04
240,Mouse,Customer_5,Los Angeles,4,650.76,2024-01-04
241,Monitor,Customer_22,Chicago,2,101.55,2024-04-04
242,Mouse,Customer_28,Phoenix,3,979.8,2024-10-08
243,Webcam,Customer_19,Houston,4,265.38,2024-04-12
244,Headphones,Customer_42,New York,1,693.76,2024-09-05
245,Webcam,Customer_50,Los Angeles,1,510.95,2024-06-26
246,Mouse,Customer_8,Houston,4,727.48,2024-10-02
247,Webcam,Customer_13,New York,3,236.04,2024-04-14
248,Monitor,Customer_4,Phoenix,3,378.9,2024-04-01
249,Mouse,Customer_28,Los Angeles,1,154.14,2024-05-28
250,Headphones,Customer_49,New York,2,759.92,2024-06-04
251,Mouse,Customer_49,Los Angeles,4,548.12,2024-02-19
252,Monitor,Customer_16,Phoenix,2,788.97,2024-11-09
253,Webcam,Customer_30,Chicago,1,798.03,2024-03-21
254,Headphones,Customer_34,New York,1,819.49,2024-11-07
255,Laptop,Customer_7,Phoenix,2,255.9,2024-04-15
256,Headphones,Customer_3,Chicago,3,640.17,2024-09-24
257,Mouse,Customer_41,Houston,4,607.05,2024-03-23
258,Headphones,Customer_41,Los Angeles,4,770.45,2024-05-04
259,Monitor,Customer_41,Phoenix,2,287.8,2024-07-16
260,Headphones,Customer_6,Chicago,3,789.62,2024-03-13
261,Laptop,Customer_32,Chicago,2,107.43,2024-11-09
262,Webcam,Customer_26,Houston,4,701.31,2024-11-28
263,Keyboard,Customer_15,Los Angeles,4,631.39,2024-12-19
264,Headphones,Customer_45,Chicago,3,729.99,2024-05-19
265,Mouse,Customer_11,Houston,2,664.92,2024-08-30
266,Headphones,Customer_7,Chicago,1,518.64,2024-02-25
267,Mouse,Customer_29,Phoenix,2,184.5,2024-05-19
268,Laptop,Customer_26,Phoenix,1,832.88,2024-11-09
269,Webcam,Customer_31,Phoenix,2,321.04,2024-03-09
270,Webcam,Customer_23,New York,1,389.33,2024-01-15
271,Mouse,Customer_22,Houston,1,481.15,2024-09-01
272,Monitor,Customer_24,Houston,1,438.26,2024-05-11
273,Webcam,Customer_5,Houston,3,537.25,2024-03-12
274,Laptop,Customer_19,Phoenix,4,737.49,2024-11-22
275,Mouse,Customer_21,Houston,4,363.89,2024-08-29
276,Monitor,Customer_39,Los Angeles,4,138.53,2024-04-18
277,Keyboard,Customer_27,Chicago,1,12.32,2024-06-30
278,Webcam,Customer_3,New York,1,39.38,2024-07-12
279,Headphones,Customer_16,Houston,1,887.68,2024-08-15
280,Webcam,Customer_25,Los Angeles,3,542.01,2024-10-11
281,Laptop,Customer_45,Los Angeles,3,187.27,2024-11-23
282,Keyboard,Customer_28,Los Angeles,2,856.49,2024-02-29
283,Headphones,Customer_35,Chicago,4,186.62,2024-11-12
284,Monitor,Customer_10,New York,1,841.87,2024-03-21
285,Keyboard,Customer_43,Houston,1,657.94,2024-05-06
286,Headphones,Customer_42,Phoenix,4,212.31,2024-04-27
287,Monitor,Customer_37,Phoenix,2,212.22,2024-01-15
288,Keyboard,Customer_38,New York,3,50.6,2024-02-07
289,Keyboard,Customer_36,New York,1,614.7,2024-09-12
290,Headphones,Customer_7,Chicago,4,766.91,2024-10-12
291,Mouse,Customer_47,Phoenix,4,632.61,2024-10-27
292,Mouse,Customer_34,Chicago,2,338.42,2024-11-27
293,Laptop,Customer_13,Chicago,3,15.49,2024-01-23
294,Webcam,Customer_5,New York,3,638.9,2024-07-08
295,Headphones,Customer_17,Chicago,1,776.89,2024-02-15
296,Webcam,Customer_33,Los Angeles,3,256.2,2024-07-13
297,Laptop,Customer_12,Phoenix,4,717.25,2024-01-18
298,Headphones,Customer_46,New York,3,143.32,2024-06-12
299,Monitor,Customer_9,Houston,1,347.35,2024-05-06
300,Laptop,Customer_37,Houston,4,292.05,2024-01-28
301,Keyboard,Customer_33,Chicago,2,399.37,2024-04-26
302,Mouse,Customer_22,Los Angeles,4,796.03,2024-04-16
303,Webcam,Customer_37,Los Angeles,4,122.8,2024-06-14
304,Laptop,Customer_37,New York,2,483.87,2024-12-17
305,Webcam,Customer_11,Chicago,2,888.69,2024-02-13
306,Mouse,Customer_41,Los Angeles,4,159.55,2024-07-21
307,Headphones,Customer_20,Chicago,1,933.7,2024-02-22
308,Headphones,Customer_12,New York,2,712.76,2024-03-31
309,Mouse,Customer_37,Chicago,3,707.8,2024-01-21
310,Keyboard,Customer_39,Los Angeles,3,733.68,2024-07-30
311,Monitor,Customer_29,Chicago,3,275.02,2024-05-01
312,Headphones,Customer_43,Houston,2,300.21,2024-08-18
313,Headphones,Customer_14,New York,4,274.05,2024-11-30
314,Monitor,Customer_37,Chicago,4,506.02,2024-06-21
315,Laptop,Customer_1,Los Angeles,2,670.43,2024-09-08
316,Keyboard,Customer_23,Chicago,2,860.55,2024-08-26
317,Mouse,Customer_20,Houston,4,427.52,2024-04-15
318,Webcam,Customer_17,Phoenix,3,679.49,2024-03-31
319,Keyboard,Customer_36,Los Angeles,1,983.4,2024-10-29
320,Keyboard,Customer_39,New York,3,376.36,2024-03-28
321,Laptop,Customer_1,Phoenix,3,632.53,2024-06-12
322,Monitor,Customer_43,Houston,1,583.22,2024-03-29
323,Mouse,Customer_32,New York,3,491.38,2024-08-26
324,Keyboard,Customer_25,Phoenix,1,482.08,2024-06-07
325,Laptop,Customer_36,Phoenix,3,241.6,2024-02-16
326,Headphones,Customer_38,Phoenix,4,782.42,2024-02-04
327,Headphones,Customer_5,Chicago,1,325.38,2024-02-03
328,Monitor,Customer_47,Phoenix,2,782.2,2024-12-29
329,Keyboard,Customer_28,Phoenix,3,532.09,2024-06-03
330,Laptop,Customer_23,Houston,2,27.13,2024-06-22
331,Mouse,Customer_6,Houston,3,842.7,2024-10-17
332,Laptop,Customer_49,Phoenix,3,376.04,2024-04-21
333,Keyboard,Customer_26,Los Angeles,2,375.68,2024-03-29
334,Keyboard,Customer_43,New York,2,925.3,2024-10-18
335,Mouse,Customer_42,New York,4,637.02,2024-10-11
336,Headphones,Customer_41,Los Angeles,4,700.49,2024-10-24
337,Keyboard,Customer_42,Chicago,1,650.6,2024-04-05
338,Headphones,Customer_8,New York,4,763.26,2024-08-24
339,Headphones,Customer_9,Phoenix,3,587.97,2024-09-18
340,Laptop,Customer_27,Los Angeles,2,213.51,2024-01-14
341,Laptop,Customer_39,Houston,1,435.15,2024-09-14
342,Mouse,Customer_31,Houston,2,740.45,2024-04-18
343,Mouse,Customer_11,New York,3,842.88,2024-12-24
344,Monitor,Customer_11,Houston,3,954.89,2024-09-02
345,Webcam,Customer_2,Houston,2,540.01,2024-03-19
346,Monitor,Customer_21,Houston,4,70.61,2024-11-04
347,Webcam,Customer_3,Los Angeles,4,912.93,2024-05-09
348,Keyboard,Customer_32,Phoenix,3,959.41,2024-12-29
349,Headphones,Customer_41,Phoenix,1,304.23,2024-12-12
350,Monitor,Customer_7,New York,2,479.29,2024-05-12
351,Headphones,Customer_8,New York,3,451.38,2024-03-13
352,Monitor,Customer_12,Phoenix,2,311.22,2024-11-10
353,Keyboard,Customer_17,Los Angeles,4,178.81,2024-01-31
354,Mouse,Customer_50,Houston,2,989.94,2024-01-16
355,Webcam,Customer_46,Los Angeles,1,489.56,2024-06-19
356,Laptop,Customer_16,Phoenix,4,695.11,2024-04-05
357,Mouse,Customer_41,Phoenix,2,175.7,2024-05-05
358,Monitor,Customer_16,Houston,4,567.87,2024-01-02
359,Mouse,Customer_42,Chicago,3,401.82,2024-07-15
360,Keyboard,Customer_11,Phoenix,4,12.68,2024-09-04
361,Laptop,Customer_48,Houston,3,463.6,2024-08-12
362,Webcam,Customer_39,Phoenix,4,930.18,2024-10-03
363,Monitor,Customer_47,Los Angeles,4,556.75,2024-09-01
364,Monitor,Customer_27,Phoenix,4,735.88,2024-11-29
365,Mouse,Customer_35,Phoenix,4,485.46,2024-03-06
366,Keyboard,Customer_42,Phoenix,1,512.45,2024-02-27
367,Laptop,Customer_4,Houston,4,158.6,2024-06-20
368,Mouse,Customer_21,Houston,3,922.27,2024-08-07
369,Mouse,Customer_37,Houston,2,771.11,2024-11-14
370,Webcam,Customer_44,New York,4,815.2,2024-10-29
371,Mouse,Customer_8,Los Angeles,2,234.54,2024-03-18
372,Monitor,Customer_48,New York,2,527.36,2024-04-17
373,Mouse,Customer_5,New York,4,128.48,2024-10-05
374,Mouse,Customer_50,Houston,2,681.8,2024-10-05
375,Monitor,Customer_6,Chicago,3,86.96,2024-04-11
376,Webcam,Customer_49,Phoenix,2,907.11,2024-10-25
377,Monitor,Customer_37,Houston,4,523.12,2024-04-18
378,Keyboard,Customer_11,Phoenix,3,191.75,2024-11-25
379,Headphones,Customer_47,New York,2,901.61,2024-03-02
380,Mouse,Customer_5,New York,2,786.39,2024-10-28
381,Keyboard,Customer_9,Chicago,2,590.95,2024-05-01
382,Keyboard,Customer_40,New York,1,688.74,2024-04-19
383,Laptop,Customer_36,Los Angeles,3,326.46,2024-08-25
384,Headphones,Customer_24,Los Angeles,1,36.42,2024-07-07
385,Headphones,Customer_32,New York,3,911.86,2024-02-18
386,Keyboard,Customer_17,Chicago,2,61.55,2024-04-29
387,Monitor,Customer_30,Phoenix,3,817.87,2024-04-03
388,Headphones,Customer_4,Chicago,3,230.18,2024-05-26
389,Mouse,Customer_16,Chicago,2,251.39,2024-10-31
390,Monitor,Customer_20,Los Angeles,3,504.28,2024-10-03
391,Webcam,Customer_23,Phoenix,3,248.84,2024-06-18
392,Webcam,Customer_37,New York,4,888.55,2024-10-14
393,Headphones,Customer_31,Phoenix,3,149.17,2024-01-09
394,Keyboard,Customer_6,New York,4,269.24,2024-01-26
395,Mouse,Customer_2,Los Angeles,1,101.71,2024-01-08
396,Headphones,Customer_4,Chicago,3,40.18,2024-01-15
397,Monitor,Customer_13,Phoenix,3,631.25,2024-08-15
398,Headphones,Customer_4,New York,3,995.52,2024-02-22
399,Mouse,Customer_16,Houston,4,190.66,2024-12-23
400,Headphones,Customer_17,New York,3,766.04,2024-02-27
401,Keyboard,Customer_9,Houston,2,808.68,2024-06-09
402,Laptop,Customer_26,Houston,2,244.87,2024-06-20
403,Laptop,Customer_30,New York,3,795.92,2024-02-27
404,Headphones,Customer_45,Chicago,1,237.58,2024-11-28
405,Webcam,Customer_40,Los Angeles,4,105.3,2024-02-21
406,Mouse,Customer_12,Phoenix,4,139.3,2024-04-18
407,Laptop,Customer_14,Houston,3,765.79,2024-01-09
408,Monitor,Customer_12,Phoenix,1,117.42,2024-11-15
409,Webcam,Customer_12,Chicago,1,867.94,2024-03-24
410,Monitor,Customer_5,Los Angeles,2,315.54,2024-06-20
411,Mouse,Customer_22,Los Angeles,2,22.61,2024-10-10
412,Monitor,Customer_15,Los Angeles,4,885.1,2024-04-27
413,Keyboard,Customer_12,Los Angeles,4,377.33,2024-04-21
414,Mouse,Customer_17,Phoenix,3,197.14,2024-09-12
415,Monitor,Customer_22,New York,2,508.77,2024-10-25
416,Laptop,Customer_17,New York,1,910.19,2024-03-26
417,Monitor,Customer_30,Houston,1,784.66,2024-05-31
418,Laptop,Customer_34,Houston,1,593.82,2024-11-23
419,Laptop,Customer_42,Los Angeles,3,342.6,2024-06-20
420,Keyboard,Customer_46,Houston,2,945.25,2024-03-16
421,Keyboard,Customer_19,Los Angeles,4,182.76,2024-01-09
422,Laptop,Customer_45,Phoenix,1,525.41,2024-07-25
423,Keyboard,Customer_39,Los Angeles,4,526.91,2024-03-09
424,Mouse,Customer_10,New York,2,845.04,2024-01-27
425,Monitor,Customer_8,Los Angeles,4,917.46,2024-06-05
426,Webcam,Customer_40,Chicago,1,888.2,2024-04-02
427,Keyboard,Customer_18,Los Angeles,2,122.58,2024-09-16
428,Keyboard,Customer_32,Chicago,3,490.09,2024-05-25
429,Laptop,Customer_30,Chicago,2,521.18,2024-11-09
430,Laptop,Customer_1,Los Angeles,2,196.24,2024-03-23
431,Laptop,Customer_37,Chicago,3,334.88,2024-02-26
432,Laptop,Customer_45,Chicago,3,570.89,2024-11-03
433,Keyboard,Customer_7,Los Angeles,2,514.29,2024-04-30
434,Laptop,Customer_40,Houston,2,629.85,2024-12-07
435,Webcam,Customer_30,Los Angeles,4,717.96,2024-12-05
436,Keyboard,Customer_45,Chicago,1,441.14,2024-02-04
437,Headphones,Customer_10,Phoenix,4,934.28,2024-12-16
438,Keyboard,Customer_6,Houston,3,185.01,2024-12-01
439,Laptop,Customer_14,New York,3,137.55,2024-12-26
440,Monitor,Customer_2,New York,2,508.19,2024-01-18
441,Laptop,Customer_22,New York,3,475.02,2024-05-21
442,Laptop,Customer_8,Houston,1,286.65,2024-08-24
443,Headphones,Customer_32,New York,1,28.57,2024-09-03
444,Mouse,Customer_24,Houston,3,195.15,2024-01-28
445,Monitor,Customer_29,New York,1,995.61,2024-03-03
446,Laptop,Customer_12,Houston,2,935.5,2024-01-31
447,Keyboard,Customer_4,Phoenix,3,151.05,2024-12-31
