transaction_id,product_name,customer_name,city,quantity,price,transaction_date
35,Monitor,Customer_15,New York,2,387.29,2024-11-18
36,Webcam,Customer_22,Chicago,1,784.78,2024-01-18
37,Headphones,Customer_43,New York,3,703.48,2024-09-06
38,Monitor,Customer_40,Phoenix,2,509.72,2024-08-12
39,Headphones,Customer_24,Los Angeles,3,856.94,2024-07-04
40,Laptop,Customer_31,New York,1,748.09,2024-05-10
41,Headphones,Customer_26,Phoenix,3,300.29,2024-11-07
42,Keyboard,Customer_20,Los Angeles,4,959.77,2024-02-22
43,Laptop,Customer_26,Chicago,2,710.34,2024-10-06
44,Headphones,Customer_49,Phoenix,2,624.02,2024-02-17
45,Headphones,Customer_49,New York,1,126.02,2024-07-12
46,Webcam,Customer_38,Los Angeles,2,929.23,2024-07-30
47,Laptop,Customer_28,Houston,4,74.7,2024-04-23
48,Monitor,Customer_11,Los Angeles,1,880.3,2024-03-24
49,Mouse,Customer_20,Los Angeles,1,494.64,2024-09-12
50,Keyboard,Customer_18,Los Angeles,1,301.58,2024-09-06
51,Headphones,Customer_31,Chicago,1,673.54,2024-06-01
52,Keyboard,Customer_32,Phoenix,3,557.61,2024-09-22
53,Mouse,Customer_11,Chicago,3,656.06,2024-06-02
54,Monitor,Customer_27,Los Angeles,4,780.85,2024-06-06
55,Headphones,Customer_27,Chicago,2,669.97,2024-04-03
56,Webcam,Customer_42,Chicago,4,122.51,2024-01-18
57,Monitor,Customer_11,Houston,4,874.38,2024-09-21
58,Mouse,Customer_35,Chicago,1,467.26,2024-03-31
59,Webcam,Customer_1,Houston,4,417.21,2024-06-09
60,Mouse,Customer_41,New York,2,729.9,2024-08-04
61,Monitor,Customer_39,New York,3,576.34,2024-11-05
62,Headphones,Customer_49,Chicago,2,687.01,2024-12-19
63,Headphones,Customer_30,Los Angeles,2,861.91,2024-09-06
64,Monitor,Customer_22,Los Angeles,3,381.49,2024-06-19
65,Mouse,Customer_25,Chicago,3,426.26,2024-11-16
66,Webcam,Customer_20,Houston,4,924.88,2024-10-04
67,Mouse,Customer_36,Houston,2,364.68,2024-07-24
68,Keyboard,Customer_31,Houston,3,888.28,2024-10-19
69,Laptop,Customer_12,New York,4,260.29,2024-03-20
70,Laptop,Customer_35,Chicago,4,258.49,2024-01-07
71,Headphones,Customer_19,Los Angeles,4,599.36,2024-11-01
72,Headphones,Customer_23,New York,1,79.32,2024-01-05
73,Keyboard,Customer_27,Chicago,3,691.0,2024-08-11
74,Mouse,Customer_23,New York,1,454.18,2024-06-20
75,Laptop,Customer_23,Houston,3,52.52,2024-06-16
76,Webcam,Customer_15,Los Angeles,3,821.75,2024-04-11
77,Monitor,Customer_8,New York,4,167.71,2024-05-23
78,Headphones,Customer_32,Phoenix,1,844.6,2024-08-13
79,Keyboard,Customer_21,New York,3,932.07,2024-10-24
80,Laptop,Customer_6,New York,2,284.36,2024-08-17
81,Laptop,Customer_46,Houston,1,434.59,2024-08-14
82,Headphones,Customer_28,Los Angeles,2,546.54,2024-07-26
83,Monitor,Customer_19,Phoenix,2,86.95,2024-06-26
84,Monitor,Customer_28,Los Angeles,1,785.74,2024-04-05
85,Headphones,Customer_7,Phoenix,2,444.69,2024-02-13
86,Keyboard,Customer_36,Chicago,4,890.3,2024-12-21
87,Keyboard,Customer_45,Los Angeles,1,766.81,2024-03-13
88,Headphones,Customer_10,New York,1,926.37,2024-01-19
89,Headphones,Customer_42,Phoenix,4,120.57,2024-08-05
90,Headphones,Customer_11,Houston,3,572.31,2024-03-15
91,Laptop,Customer_43,Houston,1,545.87,2024-08-16
92,Webcam,Customer_47,New York,1,443.13,2024-04-12
93,Monitor,Customer_20,Houston,1,141.86,2024-10-03
94,Headphones,Customer_2,New York,1,610.53,2024-05-19
95,Webcam,Customer_25,Los Angeles,3,814.42,2024-02-02
96,Monitor,Customer_2,New York,3,87.49,2024-03-31
97,Laptop,Customer_6,Houston,3,183.58,2024-03-23
98,Headphones,Customer_41,Chicago,4,44.68,2024-01-04
99,Webcam,Customer_20,Houston,2,329.32,2024-04-29
100,Monitor,Customer_8,Chicago,3,854.85,2024-05-28
101,Keyboard,Customer_12,Chicago,2,617.88,2024-04-07
102,Mouse,Customer_36,Chicago,1,18.68,2024-12-17
103,Monitor,Customer_10,New York,4,32.46,2024-12-01
104,Mouse,Customer_28,Phoenix,2,145.34,2024-01-23
105,Headphones,Customer_4,New York,1,384.13,2024-10-12
106,Keyboard,Customer_8,Los Angeles,3,303.12,2024-04-18
107,Laptop,Customer_42,Chicago,2,598.57,2024-06-13
108,Monitor,Customer_20,Phoenix,4,341.07,2024-05-21
109,Headphones,Customer_13,New York,3,471.76,2024-02-10
110,Keyboard,Customer_16,New York,4,100.56,2024-07-28
111,Headphones,Customer_14,Houston,4,839.93,2024-03-06
112,Headphones,Customer_37,Chicago,4,476.95,2024-02-02
113,Keyboard,Customer_14,Houston,3,483.8,2024-04-07
114,Laptop,Customer_7,Houston,3,776.67,2024-01-09
115,Mouse,Customer_8,Phoenix,2,816.32,2024-10-27
116,Mouse,Customer_40,New York,4,539.81,2024-11-02
117,Laptop,Customer_17,Chicago,4,563.65,2024-10-05
118,Mouse,Customer_20,New York,1,801.64,2024-02-04
119,Headphones,Customer_47,Houston,4,343.07,2024-07-03
120,Keyboard,Customer_25,Phoenix,2,390.22,2024-03-05
121,Laptop,Customer_40,Los Angeles,3,79.98,2024-06-23
122,Keyboard,Customer_30,Los Angeles,4,154.28,2024-07-13
123,Headphones,Customer_8,Phoenix,4,711.99,2024-02-05
124,Laptop,Customer_46,Phoenix,1,15.74,2024-07-22
125,Laptop,Customer_35,Chicago,1,572.89,2024-12-06
126,Headphones,Customer_25,Houston,4,330.72,2024-10-21
127,Mouse,Customer_3,Los Angeles,1,937.34,2024-03-30
128,Mouse,Customer_33,Phoenix,1,153.68,2024-02-28
129,Webcam,Customer_44,New York,2,196.15,2024-05-07
130,Keyboard,Customer_36,New York,3,731.34,2024-11-21
131,Laptop,Customer_34,New York,4,86.49,2024-08-22
132,Webcam,Customer_40,Los Angeles,2,371.87,2024-02-01
133,Keyboard,Customer_48,Houston,1,691.64,2024-11-06
134,Keyboard,Customer_24,Houston,3,964.79,2024-04-28
135,Laptop,Customer_32,New York,4,559.13,2024-09-03
136,Webcam,Customer_39,Los Angeles,4,490.25,2024-05-12
137,Laptop,Customer_13,Chicago,4,857.1,2024-02-01
138,Mouse,Customer_35,Houston,1,893.32,2024-12-23
139,Headphones,Customer_47,Los Angeles,4,987.71,2024-11-09
140,Keyboard,Customer_23,Chicago,2,882.66,2024-08-18
141,Keyboard,Customer_25,Phoenix,4,616.28,2024-05-04
142,Monitor,Customer_48,New York,4,668.49,2024-03-14
143,Monitor,Customer_24,Houston,3,16.51,2024-10-06
144,Monitor,Customer_39,Los Angeles,4,527.56,2024-09-29
145,Keyboard,Customer_30,Phoenix,2,568.43,2024-01-31
146,Webcam,Customer_32,Houston,2,547.06,2024-04-21
147,Mouse,Customer_12,New York,4,585.22,2024-06-14
148,Headphones,Customer_39,Houston,4,253.3,2024-03-08
149,Monitor,Customer_32,Houston,1,551.28,2024-04-11
150,Mouse,Customer_34,Los Angeles,1,138.46,2024-04-14
151,Headphones,Customer_43,Houston,2,942.31,2024-04-20
152,Laptop,Customer_8,New York,1,682.5,2024-03-13
153,Keyboard,Customer_34,Phoenix,3,676.71,2024-09-27
154,Webcam,Customer_18,Phoenix,4,194.7,2024-10-29
155,Webcam,Customer_5,Chicago,2,191.74,2024-12-04
156,Laptop,Customer_44,Houston,3,393.84,2024-12-28
157,Laptop,Customer_46,Phoenix,4,555.79,2024-01-01
158,Mouse,Customer_8,Los Angeles,4,924.63,2024-03-13
159,Monitor,Customer_17,Chicago,1,648.81,2024-04-04
160,Monitor,Customer_16,Chicago,1,187.97,2024-02-02
161,Keyboard,Customer_43,Chicago,3,245.37,2024-11-17
162,Mouse,Customer_4,Phoenix,1,268.61,2024-06-03
163,Keyboard,Customer_28,Houston,3,705.17,2024-12-24
164,Headphones,Customer_13,Chicago,3,94.26,2024-11-19
165,Mouse,Customer_1,Houston,3,686.65,2024-02-24
166,Keyboard,Customer_43,New York,3,330.14,2024-10-07
167,Monitor,Customer_44,Los Angeles,3,809.16,2024-04-21
168,Keyboard,Customer_27,Phoenix,3,787.81,2024-01-16
169,Mouse,Customer_7,Los Angeles,4,901.27,2024-08-31
170,Webcam,Customer_33,Chicago,1,688.29,2024-07-28
171,Laptop,Customer_15,Phoenix,2,181.54,2024-08-12
172,Monitor,Customer_34,Phoenix,4,815.45,2024-10-04
173,Monitor,Customer_50,New York,4,959.16,2024-12-23
174,Headphones,Customer_11,New York,2,403.99,2024-08-30
175,Monitor,Customer_39,Phoenix,2,597.67,2024-12-10
176,Headphones,Customer_3,New York,2,691.57,2024-07-26
177,Mouse,Customer_14,Chicago,2,268.58,2024-06-03
178,Monitor,Customer_15,New York,3,108.67,2024-05-26
179,Headphones,Customer_24,Los Angeles,2,47.56,2024-09-07
180,Laptop,Customer_25,Houston,4,673.53,2024-03-02
181,Webcam,Customer_50,Chicago,1,113.04,2024-01-24
182,Monitor,Customer_30,Phoenix,3,599.98,2024-10-17
183,Monitor,Customer_19,Los Angeles,2,607.56,2024-10-06
184,Headphones,Customer_20,Houston,2,286.52,2024-08-03
185,Monitor,Customer_14,Chicago,3,261.92,2024-05-13
186,Mouse,Customer_28,New York,4,928.74,2024-02-29
187,Monitor,Customer_19,Los Angeles,4,381.16,2024-11-05
188,Webcam,Customer_49,New York,2,234.73,2024-11-30
189,Monitor,Customer_34,Phoenix,2,628.93,2024-07-16
190,Monitor,Customer_20,Chicago,2,64.86,2024-04-12
191,Headphones,Customer_12,Phoenix,2,905.96,2024-02-28
192,Webcam,Customer_25,Chicago,4,765.27,2024-02-02
193,Webcam,Customer_46,New York,4,868.17,2024-09-17
194,Webcam,Customer_42,Chicago,1,301.54,2024-05-21
195,Webcam,Customer_37,Phoenix,4,59.27,2024-12-25
196,Headphones,Customer_16,Phoenix,1,891.57,2024-09-15
197,Monitor,Customer_15,New York,1,404.79,2024-10-08
198,Webcam,Customer_37,Phoenix,4,25.53,2024-04-27
199,Laptop,Customer_16,Chicago,3,57.05,2024-04-17
200,Monitor,Customer_31,Chicago,3,270.25,2024-01-12
201,Monitor,Customer_44,Los Angeles,1,900.21,2024-10-11
202,Headphones,Customer_27,New York,2,250.77,2024-10-06
203,Keyboard,Customer_19,Chicago,1,279.5,2024-05-29
204,Laptop,Customer_45,Los Angeles,4,996.89,2024-03-04
205,Webcam,Customer_43,Phoenix,4,29.51,2024-09-06
206,Laptop,Customer_45,New York,2,39.31,2024-12-11
207,Laptop,Customer_28,Phoenix,3,796.6,2024-11-15
208,Monitor,Customer_31,Houston,2,925.16,2024-05-19
209,Headphones,Customer_24,Houston,1,159.91,2024-05-22
210,Keyboard,Customer_36,Phoenix,3,106.69,2024-11-17
211,Monitor,Customer_41,Los Angeles,3,917.03,2024-11-16
212,Keyboard,Customer_40,Houston,2,670.74,2024-11-05
213,Keyboard,Customer_42,New York,2,749.64,2024-06-03
214,Keyboard,Customer_2,Chicago,2,142.52,2024-06-10
215,Mouse,Customer_25,Chicago,2,172.45,2024-08-28
216,Laptop,Customer_14,Los Angeles,1,81.43,2024-06-05
217,Laptop,Customer_25,New York,4,224.16,2024-09-30
218,Webcam,Customer_47,Chicago,3,985.31,2024-11-07
219,Headphones,Customer_26,Los Angeles,1,863.4,2024-12-16
220,Webcam,Customer_45,New York,3,303.77,2024-07-28
221,Monitor,Customer_6,Chicago,1,754.6,2024-05-05
222,Keyboard,Customer_17,Phoenix,3,362.37,2024-10-10
223,Webcam,Customer_15,Phoenix,2,900.4,2024-08-28
224,Mouse,Customer_37,Houston,2,490.92,2024-09-08
225,Webcam,Customer_11,Phoenix,2,775.5,2024-11-07
226,Headphones,Customer_13,Chicago,4,691.0,2024-07-05
227,Monitor,Customer_36,Phoenix,1,70.46,2024-12-30
228,Keyboard,Customer_31,Houston,3,535.73,2024-05-02
229,Laptop,Customer_40,Houston,4,660.94,2024-04-10
230,Mouse,Customer_30,New York,3,844.32,2024-07-29
231,Mouse,Customer_12,Phoenix,4,208.14,2024-06-15
232,Headphones,Customer_10,Houston,4,451.5,2024-07-19
233,Webcam,Customer_16,New York,4,503.77,2024-06-22
234,Laptop,Customer_18,Los Angeles,2,909.01,2024-10-14
235,Headphones,Customer_22,Houston,3,215.78,2024-12-31
236,Webcam,Customer_2,New York,1,843.34,2024-06-28
237,Mouse,Customer_50,New York,4,258.92,2024-02-21
238,Laptop,Customer_23,New York,2,505.19,2024-11-03
239,Keyboard,Customer_28,Phoenix,3,153.65,2024-01-06
240,Webcam,Customer_21,Phoenix,4,56.52,2024-05-11
241,Monitor,Customer_5,Los Angeles,4,503.71,2024-09-30
242,Keyboard,Customer_18,New York,2,176.99,2024-09-10
243,Headphones,Customer_18,Los Angeles,4,201.61,2024-10-30
244,Mouse,Customer_17,Phoenix,1,11.16,2024-11-03
245,Webcam,Customer_11,New York,4,790.77,2024-03-25
246,Keyboard,Customer_50,Los Angeles,2,298.68,2024-03-08
247,Keyboard,Customer_21,Los Angeles,1,417.43,2024-12-22
248,Keyboard,Customer_39,Los Angeles,1,343.94,2024-03-30
249,Monitor,Customer_36,Phoenix,2,658.28,2024-08-01
250,Monitor,Customer_26,Chicago,1,719.31,2024-10-29
251,Monitor,Customer_10,Phoenix,3,694.77,2024-12-20
252,Headphones,Customer_34,Chicago,2,977.91,2024-10-10
253,Mouse,Customer_26,New York,4,776.59,2024-12-04
254,Keyboard,Customer_27,Los Angeles,1,475.71,2024-10-03
255,Laptop,Customer_19,Phoenix,2,383.97,2024-09-22
256,Monitor,Customer_26,New York,4,435.36,2024-03-20
257,Monitor,Customer_18,Chicago,4,418.52,2024-08-30
258,Mouse,Customer_24,Los Angeles,1,213.96,2024-07-09
259,Keyboard,Customer_13,New York,3,120.41,2024-11-19
260,Webcam,Customer_45,New York,3,202.22,2024-05-25
261,Keyboard,Customer_20,Chicago,2,388.09,2024-09-16
262,Laptop,Customer_8,Los Angeles,3,553.84,2024-03-13
263,Laptop,Customer_22,Los Angeles,4,206.78,2024-04-14
264,Laptop,Customer_50,Houston,4,464.2,2024-06-26
265,Mouse,Customer_45,Houston,3,377.57,2024-04-20
266,Headphones,Customer_24,New York,4,885.31,2024-01-04
267,Keyboard,Customer_22,Houston,1,906.03,2024-04-07
268,Mouse,Customer_39,Chicago,3,252.53,2024-06-09
269,Webcam,Customer_41,Los Angeles,2,656.74,2024-03-20
270,Mouse,Customer_40,Los Angeles,2,316.15,2024-11-17
271,Webcam,Customer_9,Phoenix,3,291.66,2024-07-04
272,Webcam,Customer_4,Houston,3,764.45,2024-01-11
273,Webcam,Customer_12,Los Angeles,4,484.53,2024-01-14
274,Laptop,Customer_27,Phoenix,1,42.81,2024-12-01
275,Monitor,Customer_28,Houston,1,484.23,2024-12-16
276,Laptop,Customer_11,Houston,3,622.46,2024-09-27
277,Keyboard,Customer_12,Houston,1,784.77,2024-08-03
278,Webcam,Customer_32,Houston,4,423.36,2024-02-06
279,Keyboard,Customer_29,Phoenix,2,271.68,2024-08-26
280,Monitor,Customer_39,Chicago,4,79.17,2024-01-18
281,Webcam,Customer_33,New York,1,69.26,2024-02-27
282,Monitor,Customer_7,Houston,2,649.1,2024-05-29
283,Keyboard,Customer_32,New York,3,48.3,2024-11-22
284,Monitor,Customer_41,Phoenix,1,474.77,2024-04-09
285,Laptop,Customer_9,Houston,4,525.77,2024-08-14
286,Monitor,Customer_23,Houston,4,242.71,2024-05-03
287,Keyboard,Customer_16,Los Angeles,3,956.2,2024-05-23
288,Mouse,Customer_38,New York,1,453.4,2024-05-06
289,Keyboard,Customer_18,Houston,4,613.6,2024-01-05
290,Keyboard,Customer_19,Los Angeles,2,341.0,2024-10-09
291,Webcam,Customer_26,New York,4,953.69,2024-11-23
292,Webcam,Customer_30,Chicago,4,719.79,2024-07-29
293,Webcam,Customer_21,Chicago,3,536.74,2024-05-26
294,Monitor,Customer_42,Phoenix,3,33.5,2024-09-11
295,Webcam,Customer_46,Houston,4,729.79,2024-12-09
296,Monitor,Customer_36,Houston,3,107.63,2024-02-05
297,Laptop,Customer_34,Houston,1,874.83,2024-03-18
298,Monitor,Customer_9,Phoenix,4,68.66,2024-05-07
299,Monitor,Customer_41,Houston,3,900.73,2024-11-27
300,Keyboard,Customer_10,Houston,2,916.32,2024-04-13
301,Headphones,Customer_3,Los Angeles,3,960.14,2024-04-22
302,Webcam,Customer_36,Houston,3,929.7,2024-07-13
303,Headphones,Customer_38,Phoenix,1,971.11,2024-03-24
304,Webcam,Customer_7,Houston,3,454.28,2024-02-21
305,Laptop,Customer_22,Phoenix,3,327.38,2024-04-15
306,Monitor,Customer_42,Chicago,4,728.03,2024-02-22
307,Webcam,Customer_9,Phoenix,3,168.16,2024-09-12
308,Keyboard,Customer_10,Chicago,3,625.36,2024-01-18
309,Mouse,Customer_29,New York,2,369.33,2024-12-26
310,Monitor,Customer_35,New York,3,559.06,2024-05-28
311,Laptop,Customer_31,Houston,1,522.0,2024-12-05
312,Keyboard,Customer_36,Houston,1,891.91,2024-07-15
313,Mouse,Customer_18,Houston,1,734.66,2024-02-14
314,Headphones,Customer_38,Houston,3,468.41,2024-07-18
315,Mouse,Customer_25,Houston,3,978.02,2024-06-18
316,Keyboard,Customer_9,Chicago,2,950.34,2024-04-30
317,Keyboard,Customer_35,Phoenix,3,167.48,2024-10-01
318,Laptop,Customer_48,Los Angeles,3,796.16,2024-01-13
319,Headphones,Customer_39,Chicago,2,198.33,2024-12-06
320,Mouse,Customer_39,New York,1,565.08,2024-12-09
321,Laptop,Customer_48,Houston,1,353.65,2024-05-14
322,Headphones,Customer_24,Chicago,3,305.75,2024-08-25
323,Keyboard,Customer_7,Chicago,1,917.61,2024-11-20
324,Mouse,Customer_32,New York,1,507.72,2024-08-21
325,Laptop,Customer_46,New York,4,499.72,2024-10-26
326,Mouse,Customer_41,Chicago,2,926.9,2024-03-05
327,Webcam,Customer_3,Chicago,3,310.13,2024-11-08
328,Mouse,Customer_24,Phoenix,1,331.39,2024-08-15
329,Laptop,Customer_37,Chicago,4,583.43,2024-05-03
330,Laptop,Customer_44,Chicago,4,663.88,2024-04-26
331,Monitor,Customer_5,Houston,1,374.61,2024-06-26
332,Laptop,Customer_16,Houston,1,856.92,2024-11-06
333,Headphones,Customer_19,Los Angeles,2,586.64,2024-05-12
334,Mouse,Customer_27,New York,2,95.17,2024-01-15
335,Keyboard,Customer_11,Los Angeles,2,909.22,2024-09-14
336,Webcam,Customer_14,Chicago,4,71.85,2024-02-12
337,Headphones,Customer_1,New York,1,768.07,2024-09-28
338,Monitor,Customer_40,Houston,1,70.16,2024-06-09
339,Mouse,Customer_6,New York,3,886.8,2024-02-06
340,Webcam,Customer_33,Phoenix,3,117.26,2024-04-03
341,Monitor,Customer_29,Phoenix,4,549.8,2024-03-08
342,Laptop,Customer_23,Phoenix,1,877.93,2024-02-19
343,Webcam,Customer_5,Houston,3,338.79,2024-07-18
344,Headphones,Customer_8,Phoenix,1,805.78,2024-01-30
345,Keyboard,Customer_21,Phoenix,2,379.8,2024-10-03
346,Laptop,Customer_14,Phoenix,2,848.61,2024-11-19
347,Laptop,Customer_39,Houston,2,64.51,2024-12-06
348,Keyboard,Customer_16,Chicago,3,171.43,2024-10-02
349,Mouse,Customer_4,Los Angeles,1,109.57,2024-09-17
350,Webcam,Customer_49,New York,2,411.79,2024-12-13
351,Headphones,Customer_18,Los Angeles,1,505.98,2024-08-20
352,Keyboard,Customer_32,Houston,2,641.36,2024-04-06
353,Keyboard,Customer_13,New York,2,598.69,2024-04-24
354,Mouse,Customer_9,Houston,3,813.99,2024-09-01
355,Laptop,Customer_13,Los Angeles,1,757.07,2024-06-08
356,Mouse,Customer_14,New York,2,698.35,2024-11-02
357,Mouse,Customer_32,Chicago,1,308.83,2024-12-03
358,Laptop,Customer_4,Los Angeles,3,499.57,2024-10-25
359,Keyboard,Customer_6,Phoenix,4,437.81,2024-04-19
360,Laptop,Customer_41,Chicago,1,102.5,2024-11-01
361,Webcam,Customer_8,New York,3,473.26,2024-04-17
362,Monitor,Customer_40,Phoenix,4,831.28,2024-04-01
363,Headphones,Customer_45,Los Angeles,1,138.46,2024-08-24
364,Webcam,Customer_46,Los Angeles,4,981.86,2024-07-31
365,Webcam,Customer_23,Phoenix,3,859.13,2024-07-27
366,Webcam,Customer_18,Los Angeles,4,413.36,2024-12-15
367,Monitor,Customer_4,New York,2,214.73,2024-08-31
368,Monitor,Customer_13,Chicago,3,23.79,2024-11-11
369,Mouse,Customer_36,Los Angeles,2,391.21,2024-12-22
370,Keyboard,Customer_25,New York,2,182.61,2024-06-02
371,Laptop,Customer_15,New York,4,863.1,2024-07-26
372,Keyboard,Customer_23,Phoenix,2,853.59,2024-12-16
373,Webcam,Customer_16,Los Angeles,2,167.3,2024-01-19
374,Keyboard,Customer_20,New York,3,748.02,2024-03-15
375,Keyboard,Customer_34,Chicago,3,110.4,2024-05-29
376,Mouse,Customer_28,New York,1,639.43,2024-01-03
377,Monitor,Customer_38,Chicago,4,53.12,2024-11-18
378,Keyboard,Customer_35,Houston,1,499.56,2024-06-21
379,Headphones,Customer_39,New York,3,314.91,2024-11-24
380,Monitor,Customer_47,New York,3,685.63,2024-03-19
381,Mouse,Customer_8,Chicago,2,279.47,2024-04-02
382,Laptop,Customer_46,Los Angeles,4,97.07,2024-01-27
383,Laptop,Customer_10,Phoenix,1,992.68,2024-12-13
384,Headphones,Customer_14,Phoenix,2,828.65,2024-08-10
385,Laptop,Customer_2,Houston,4,695.77,2024-07-20
386,Monitor,Customer_26,New York,4,791.07,2024-10-01
387,Webcam,Customer_35,Los Angeles,2,382.47,2024-10-27
388,Webcam,Customer_1,Phoenix,3,489.23,2024-05-06
389,Headphones,Customer_3,New York,3,305.92,2024-05-30
390,Monitor,Customer_13,Los Angeles,2,608.05,2024-10-26
391,Headphones,Customer_26,Chicago,1,558.07,2024-09-19
392,Keyboard,Customer_50,Los Angeles,1,812.27,2024-02-09
393,Headphones,Customer_24,Houston,3,37.86,2024-05-12
394,Mouse,Customer_30,Chicago,2,976.75,2024-05-19
395,Keyboard,Customer_2,Los Angeles,2,979.7,2024-11-19
396,Monitor,Customer_36,Chicago,2,135.65,2024-07-18
397,Mouse,Customer_28,Houston,2,960.17,2024-07-23
398,Monitor,Customer_44,Phoenix,4,534.89,2024-11-13
399,Headphones,Customer_5,Chicago,1,449.21,2024-08-04
400,Laptop,Customer_32,Los Angeles,1,25.28,2024-12-22
401,Laptop,Customer_40,New York,2,656.53,2024-04-27
402,Monitor,Customer_6,Phoenix,4,481.01,2024-07-10
403,Keyboard,Customer_40,Houston,4,904.28,2024-02-08
404,Monitor,Customer_41,Houston,4,529.87,2024-12-12
405,Headphones,Customer_1,Houston,1,103.14,2024-02-16
406,Mouse,Customer_27,Phoenix,3,444.22,2024-11-20
407,Monitor,Customer_45,Chicago,3,711.22,2024-03-31
408,Headphones,Customer_35,Phoenix,1,892.47,2024-12-06
409,Laptop,Customer_12,Los Angeles,4,422.72,2024-07-25
410,Keyboard,Customer_33,Houston,2,150.22,2024-05-08
411,Mouse,Customer_48,Phoenix,2,233.08,2024-11-18
412,Headphones,Customer_28,Phoenix,4,268.64,2024-07-11
413,Monitor,Customer_50,New York,3,891.05,2024-12-13
414,Headphones,Customer_8,Chicago,1,496.11,2024-12-09
415,Monitor,Customer_6,New York,4,879.13,2024-09-12
416,Keyboard,Customer_41,Chicago,4,107.39,2024-10-03
417,Webcam,Customer_41,Chicago,3,821.62,2024-12-08
418,Headphones,Customer_30,New York,2,561.66,2024-05-15
419,Keyboard,Customer_24,Houston,4,393.21,2024-12-27
420,Keyboard,Customer_9,New York,4,943.6,2024-08-06
421,Mouse,Customer_18,Los Angeles,3,405.46,2024-02-25
422,Mouse,Customer_18,Houston,2,420.88,2024-02-21
423,Laptop,Customer_15,Los Angeles,3,290.96,2024-07-26
424,Headphones,Customer_17,Chicago,3,873.99,2024-06-11
425,Monitor,Customer_49,New York,4,476.13,2024-11-15
426,Laptop,Customer_5,Los Angeles,3,214.7,2024-06-19
427,Headphones,Customer_49,Houston,3,153.77,2024-06-18
428,Monitor,Customer_33,Houston,4,54.88,2024-04-27
429,Keyboard,Customer_4,Chicago,3,357.28,2024-05-25
430,Monitor,Customer_44,Los Angeles,1,877.15,2024-07-01
431,Monitor,Customer_12,Chicago,3,364.6,2024-07-24
432,Monitor,Customer_32,Los Angeles,1,170.3,2024-03-01
433,Headphones,Customer_41,Chicago,2,916.27,2024-07-06
434,Keyboard,Customer_40,New York,4,644.31,2024-01-15
435,Webcam,Customer_34,Chicago,2,482.83,2024-10-29
436,Monitor,Customer_14,New York,2,419.26,2024-05-15
437,Headphones,Customer_36,Phoenix,2,763.77,2024-01-30
438,Monitor,Customer_23,Phoenix,3,922.33,2024-12-08
439,Monitor,Customer_11,Phoenix,1,54.09,2024-08-26
440,Headphones,Customer_43,Phoenix,2,837.65,2024-05-25
441,Headphones,Customer_44,Los Angeles,1,725.18,2024-06-01
442,Mouse,Customer_14,Los Angeles,1,333.86,2024-08-09
443,Webcam,Customer_27,Los Angeles,2,484.55,2024-02-18
444,Laptop,Customer_36,New York,2,603.02,2024-10-03
445,Headphones,Customer_29,Phoenix,3,431.2,2024-10-22
446,Webcam,Customer_33,Phoenix,2,519.25,2024-04-27
447,Mouse,Customer_3,Los Angeles,3,680.01,2024-08-16
